product_id,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_category_name,product_name
5370b82a213393979691c98074265584,52.0,708.0,9.0,7950.0,33.0,30.0,44.0,baby,baby_5370b8
b8dac5113b06a97e64943234522572b9,43.0,1062.0,2.0,6000.0,87.0,3.0,42.0,auto,auto_b8dac5
750cf819d127191920eda79a4b6fb479,31.0,806.0,1.0,263.0,18.0,12.0,16.0,electronics,electronics_750cf8
e6af694343b45b56304ad91974a110b9,37.0,352.0,1.0,3900.0,19.0,20.0,15.0,housewares,housewares_e6af69
680874c570dad71c0a2844cfbf417054,47.0,502.0,1.0,600.0,25.0,25.0,25.0,furniture_decor,furniture_decor_680874
8b3a9476f74f5297f7ff0ec6d95fe1ea,63.0,254.0,2.0,2050.0,49.0,13.0,41.0,furniture_decor,furniture_decor_8b3a94
1c6fb703c624b381a20f21f757694866,33.0,471.0,2.0,725.0,22.0,17.0,15.0,toys,toys_1c6fb7
db46052aed7dff59ba38cf2fe29b87f9,56.0,509.0,4.0,6350.0,45.0,15.0,35.0,bed_bath_table,bed_bath_table_db4605
b864b103180d5a6a3f830e67f93e8735,47.0,980.0,4.0,600.0,70.0,11.0,11.0,baby,baby_b864b1
7a8dac4aaa16bc642e4df33adcf03303,38.0,1701.0,2.0,11750.0,18.0,40.0,79.0,cool_stuff,cool_stuff_7a8dac
83b9bc6aae6f527ff6aafb9e01d6cbf3,20.0,866.0,3.0,2550.0,22.0,32.0,38.0,toys,toys_83b9bc
5f504b3a1c75b73d6151be81eb05bdc9,38.0,1176.0,3.0,15350.0,47.0,40.0,47.0,cool_stuff,cool_stuff_5f504b
bbf920aa6ac72007a726e6f419156f8f,42.0,303.0,2.0,1300.0,25.0,16.0,25.0,furniture_decor,furniture_decor_bbf920
c3b7e4d83e530c27a8e6368296aece48,60.0,1972.0,2.0,850.0,69.0,11.0,11.0,furniture_decor,furniture_decor_c3b7e4
c5d8079278e912d7e3b6beb48ecb56e8,60.0,330.0,1.0,1300.0,19.0,28.0,17.0,health_beauty,health_beauty_c5d807
5eaa343860dc445b3fd43d1b682809fd,53.0,3218.0,5.0,4800.0,60.0,30.0,15.0,sports_leisure,sports_leisure_5eaa34
b5cfb1d3c5e435a7a52227e08f220ee7,55.0,410.0,2.0,1300.0,36.0,16.0,24.0,cool_stuff,cool_stuff_b5cfb1
334479e94cba98064050db1c9636e244,57.0,311.0,1.0,220.0,18.0,14.0,17.0,auto,auto_334479
3fcd8dfe610c62edfb51de2630cd9ef4,50.0,509.0,4.0,5700.0,41.0,17.0,49.0,baby,baby_3fcd8d
4c8056caed5757810b9a68b83c3759e6,53.0,1291.0,2.0,450.0,20.0,40.0,30.0,luggage_accessories,luggage_accessories_4c8056
30e77af9e7759bbaa0305d2fbc605dc4,60.0,402.0,2.0,2000.0,32.0,12.0,37.0,fashion_shoes,fashion_shoes_30e77a
92bf5d2084dfbcb57d9db7838bac5cd0,51.0,427.0,2.0,100.0,19.0,3.0,11.0,telephony,telephony_92bf5d
fdeb34a9f03fea7c3937dd62d1d0287e,58.0,1252.0,1.0,1100.0,30.0,20.0,23.0,cool_stuff,cool_stuff_fdeb34
1065dbb6b0bf03daaedab1236979e296,49.0,488.0,3.0,1400.0,38.0,40.0,39.0,stationery,stationery_1065db
0d826eba8e0a2ae3bca9e3a947dd756d,50.0,423.0,4.0,250.0,20.0,14.0,12.0,toys,toys_0d826e
f8f6fd145cc00519283cf3100477b2b3,47.0,956.0,1.0,1050.0,25.0,20.0,14.0,sports_leisure,sports_leisure_f8f6fd
4e04ffb7dd3739ecfc37de8927dd586c,59.0,144.0,1.0,500.0,24.0,7.0,16.0,stationery,stationery_4e04ff
36555a2f528d7b2a255c504191445d39,51.0,1069.0,1.0,1467.0,23.0,16.0,20.0,health_beauty,health_beauty_36555a
22937a73f92a33040ab4e2540355a5d8,50.0,554.0,3.0,100.0,16.0,5.0,11.0,fashion_bags_accessories,fashion_bags_accessories_22937a
dc21247da0290904ffbbcd5953c76f95,41.0,92.0,1.0,100.0,16.0,5.0,16.0,stationery,stationery_dc2124
9020ce7adcc384b2899ae87ddc54767b,43.0,198.0,2.0,300.0,23.0,7.0,15.0,stationery,stationery_9020ce
bfc1d1c62b1f7f401d8d9dda962bb870,50.0,255.0,2.0,950.0,60.0,15.0,15.0,sports_leisure,sports_leisure_bfc1d1
6fef6d87bb6c2eb11d57a967209219a8,33.0,200.0,1.0,250.0,17.0,3.0,11.0,garden_tools,garden_tools_6fef6d
1e5428c428e0f783acd6e3d94ba4ee2a,55.0,1067.0,1.0,12000.0,27.0,50.0,53.0,computers,computers_1e5428
94080f9219044d897195e2be145945dc,60.0,1543.0,6.0,921.0,17.0,9.0,16.0,auto,auto_94080f
d0389f20b3d11de54e1e4561df147683,55.0,1441.0,1.0,10000.0,60.0,25.0,25.0,home_construction,home_construction_d0389f
3e9b58f1436820c248d3f98d7229bb14,56.0,489.0,2.0,250.0,16.0,11.0,11.0,watches_gifts,watches_gifts_3e9b58
575c38b4c88fc7b35ef22fc8312bfe1b,57.0,992.0,3.0,1200.0,44.0,20.0,20.0,cool_stuff,cool_stuff_575c38
556702ebb73d3786a852ad3d5a8ad268,54.0,339.0,1.0,4800.0,25.0,8.0,25.0,construction_tools_construction,construction_tools_construction_556702
a3a03c131926ec14d4c9f3ef03016b24,54.0,463.0,1.0,700.0,40.0,20.0,20.0,pet_shop,pet_shop_a3a03c
e586ebb6022265ae1eea38f46ffe3ead,40.0,1469.0,3.0,1050.0,18.0,21.0,27.0,health_beauty,health_beauty_e586eb
278b3c6462e86b4556b99989513ddf73,58.0,587.0,3.0,350.0,20.0,20.0,20.0,small_appliances,small_appliances_278b3c
0d009643171aee696f4733340bc2fdd0,52.0,150.0,1.0,422.0,21.0,16.0,18.0,perfumery,perfumery_0d0096
be1be330cf34043d1c40d6114cbd11b5,51.0,484.0,1.0,317.0,19.0,13.0,16.0,watches_gifts,watches_gifts_be1be3
07f01b6fcacc1b187a71e5074199db2d,39.0,430.0,1.0,16400.0,63.0,66.0,56.0,agro_industry_and_commerce,agro_industry_and_commerce_07f01b
75b4372e69a42f8ae1d908c076f547b2,22.0,1313.0,1.0,938.0,29.0,22.0,23.0,health_beauty,health_beauty_75b437
3569d4374a919941a50f57371b1dc93d,37.0,1168.0,1.0,2700.0,21.0,16.0,31.0,health_beauty,health_beauty_3569d4
a3c95dc653d9a279b160bc0179385ed1,39.0,1146.0,1.0,1750.0,30.0,18.0,30.0,bed_bath_table,bed_bath_table_a3c95d
0992c6cba95a13bfa68ea7d5e22d478b,42.0,671.0,1.0,3850.0,29.0,12.0,24.0,garden_tools,garden_tools_0992c6
b1eae565a61935e0011ee7682fef9dc9,49.0,460.0,2.0,267.0,17.0,13.0,17.0,perfumery,perfumery_b1eae5
2734390ee304b0f4817b3c233094fc16,59.0,2367.0,3.0,16200.0,55.0,40.0,40.0,musical_instruments,musical_instruments_273439
32ee3f4e2493045726807808d7abbab6,54.0,381.0,2.0,1400.0,38.0,9.0,27.0,bed_bath_table,bed_bath_table_32ee3f
c2367eda4f9623d0355dc5d7796d857a,50.0,607.0,1.0,6450.0,100.0,10.0,11.0,bed_bath_table,bed_bath_table_c2367e
7f34b85142d1ef9e077a0da9ada27385,59.0,1750.0,3.0,2300.0,105.0,3.0,70.0,furniture_decor,furniture_decor_7f34b8
c478b1bbf9ec8c5691f37ccb83187386,55.0,163.0,2.0,300.0,25.0,8.0,18.0,computers_accessories,computers_accessories_c478b1
f9ecf420c38b90a8af8e7f70fd789264,43.0,101.0,1.0,600.0,50.0,10.0,12.0,sports_leisure,sports_leisure_f9ecf4
3a6a0247ced9dcb444b46caafdcdd368,60.0,2497.0,1.0,3600.0,20.0,20.0,20.0,health_beauty,health_beauty_3a6a02
adf591c625cb265c12bc6749d3a2f757,60.0,1146.0,6.0,150.0,20.0,24.0,33.0,health_beauty,health_beauty_adf591
3e0f398b664b26e3224c79dbf435191f,57.0,900.0,4.0,400.0,16.0,4.0,11.0,sports_leisure,sports_leisure_3e0f39
64c8f1a52b407d92518a1f8b79240a70,49.0,319.0,1.0,100.0,18.0,6.0,11.0,telephony,telephony_64c8f1
af16005fca813272caf59c432153949e,55.0,1186.0,2.0,800.0,53.0,8.0,20.0,furniture_decor,furniture_decor_af1600
e6a1ff3552ba3305c1cf0a4dde50347f,58.0,703.0,6.0,5250.0,47.0,19.0,23.0,auto,auto_e6a1ff
d8a405c732027a2af3187b031890933d,50.0,361.0,1.0,200.0,35.0,4.0,26.0,auto,auto_d8a405
ce94e3c41145e28428cdae952a1fd7f2,58.0,899.0,2.0,335.0,17.0,11.0,12.0,watches_gifts,watches_gifts_ce94e3
3f0f8de616df6efb39a48f3c64eea974,49.0,701.0,1.0,1300.0,50.0,12.0,12.0,bed_bath_table,bed_bath_table_3f0f8d
6ddc95e87149457c4c5177b0a474a9ba,47.0,1405.0,3.0,150.0,35.0,2.0,25.0,furniture_decor,furniture_decor_6ddc95
a2e2851eae0aebb8ee4df32348b42e2b,59.0,504.0,3.0,367.0,16.0,4.0,11.0,computers_accessories,computers_accessories_a2e285
723f62c36c298037716bf60c0ad0df3a,57.0,276.0,4.0,250.0,16.0,2.0,11.0,watches_gifts,watches_gifts_723f62
b2b3503e675abbc07e278151da072ed2,46.0,287.0,1.0,8500.0,75.0,25.0,55.0,furniture_decor,furniture_decor_b2b350
c18c01e09509a509e2b88d3ed40c580e,46.0,1039.0,1.0,2150.0,42.0,25.0,15.0,baby,baby_c18c01
a41e356c76fab66334f36de622ecbd3a,48.47694876472589,771.4952846232337,2.1889861166939797,650.0,17.0,14.0,12.0,unknown,unknown_a41e35
e7cad5e8ed9b92e788262ad710c33bd0,56.0,663.0,4.0,150.0,16.0,5.0,11.0,sports_leisure,sports_leisure_e7cad5
c33d78b97260227119fb2b71be168fca,39.0,170.0,1.0,650.0,27.0,10.0,22.0,bed_bath_table,bed_bath_table_c33d78
e8fd6f481db77b847e7ab93fa1510e7e,53.0,794.0,4.0,2700.0,20.0,26.0,32.0,small_appliances,small_appliances_e8fd6f
67bea89008edcb996cfe4e3d062b62a8,56.0,414.0,1.0,1200.0,23.0,22.0,16.0,housewares,housewares_67bea8
e8e86cbab028363545a5bf0ca5e226ee,36.0,312.0,2.0,6050.0,55.0,10.0,46.0,furniture_living_room,furniture_living_room_e8e86c
c12b64bf0861a27e0f06c36ef82f457d,53.0,425.0,1.0,150.0,16.0,6.0,11.0,sports_leisure,sports_leisure_c12b64
6f0169f259bb0ff432bfff7d829b9946,58.0,918.0,6.0,1050.0,16.0,20.0,16.0,home_construction,home_construction_6f0169
b6f3b8136ba8302906df7e11ff908751,36.0,617.0,1.0,1350.0,23.0,7.0,30.0,pet_shop,pet_shop_b6f3b8
2be2be0a6a5916840503fdf50808ebcb,41.0,270.0,1.0,600.0,36.0,6.0,19.0,housewares,housewares_2be2be
8efa775719397f78f79c8e5c7b0afbd4,22.0,275.0,1.0,1000.0,30.0,18.0,18.0,furniture_decor,furniture_decor_8efa77
9e87e3ee09baee5f5c0513ff37bc60ab,58.0,381.0,2.0,1550.0,43.0,8.0,33.0,bed_bath_table,bed_bath_table_9e87e3
a0abcee0132a5aed003d98e459b37698,58.0,223.0,1.0,2700.0,45.0,13.0,35.0,bed_bath_table,bed_bath_table_a0abce
7f6308ba4057a6a740af7b4dcfb79c13,63.0,1930.0,9.0,200.0,19.0,5.0,11.0,telephony,telephony_7f6308
1eb4a9aee05c9cad041e09add2a26d68,51.0,244.0,1.0,800.0,38.0,8.0,28.0,luggage_accessories,luggage_accessories_1eb4a9
8da90b37f0fb171b4877c124f965b1f6,56.0,733.0,3.0,377.0,18.0,13.0,15.0,perfumery,perfumery_8da90b
712a72a78ffb66cb6eee87eebbf54519,52.0,1049.0,3.0,400.0,45.0,22.0,43.0,sports_leisure,sports_leisure_712a72
c5fb7fbe39f4e09e048ffbc5b28db49a,51.0,1212.0,1.0,450.0,16.0,5.0,16.0,signaling_and_security,signaling_and_security_c5fb7f
f17b05cc8a7651896df8c30884200e9a,30.0,547.0,1.0,2000.0,32.0,51.0,16.0,air_conditioning,air_conditioning_f17b05
55ec10b39713ee81ee2c5bcb558cf866,53.0,1398.0,1.0,300.0,16.0,2.0,11.0,fashion_bags_accessories,fashion_bags_accessories_55ec10
c190c4fe582c5b7ffff586506de83f01,34.0,160.0,1.0,250.0,26.0,14.0,14.0,furniture_decor,furniture_decor_c190c4
f908df99196805b5bc4ada9ef510b11b,57.0,245.0,2.0,1950.0,60.0,15.0,15.0,sports_leisure,sports_leisure_f908df
ac5bae85a895724330c4acddd581b02b,50.0,1254.0,2.0,500.0,16.0,15.0,11.0,telephony,telephony_ac5bae
d8dee61c2034d6d075997acef1870e9b,48.47694876472589,771.4952846232337,2.1889861166939797,300.0,16.0,7.0,20.0,unknown,unknown_d8dee6
cbaff83e2c00a2b731d27276bbf52082,59.0,1431.0,6.0,7900.0,70.0,15.0,70.0,art,art_cbaff8
ad67f74682943e3857eebf3ca2538d1a,53.0,261.0,2.0,1800.0,41.0,9.0,34.0,bed_bath_table,bed_bath_table_ad67f7
1e12f1836c1f08b25ef78fcdf76fbf08,60.0,884.0,1.0,900.0,37.0,3.0,23.0,garden_tools,garden_tools_1e12f1
acd427ee119d5c71c7a85ae488cb0a6a,52.0,68.0,7.0,200.0,16.0,2.0,11.0,fashion_bags_accessories,fashion_bags_accessories_acd427
60cf4effb6947283fa638d570bd07318,30.0,410.0,4.0,4500.0,80.0,70.0,28.0,baby,baby_60cf4e
51fed4afb1b41d00ad9d25a73b7fbbc7,48.0,303.0,3.0,250.0,21.0,7.0,15.0,consoles_games,consoles_games_51fed4
bb09cce52b336261572a5a7e25a33795,59.0,943.0,1.0,550.0,16.0,25.0,12.0,housewares,housewares_bb09cc
65a6462e42e05ab3b8dc613566736825,49.0,540.0,4.0,1100.0,39.0,12.0,28.0,luggage_accessories,luggage_accessories_65a646
f2396540fbfac27b5117f0dbd6744b50,53.0,222.0,1.0,3600.0,40.0,20.0,40.0,bed_bath_table,bed_bath_table_f23965
70d1bd3a042448105a71d0b41ecbc96b,56.0,235.0,1.0,100.0,16.0,3.0,11.0,consoles_games,consoles_games_70d1bd
0075c14603d80515e20908c156ceb47b,50.0,329.0,2.0,150.0,16.0,18.0,16.0,sports_leisure,sports_leisure_0075c1
5a42f73d92034010a4e00360fb0df099,55.0,144.0,1.0,3775.0,18.0,13.0,16.0,sports_leisure,sports_leisure_5a42f7
bcd58b852a3b0152b6b384c4e4474ba2,59.0,797.0,2.0,1400.0,25.0,20.0,20.0,cool_stuff,cool_stuff_bcd58b
2bfb0bdbcea77da2879f0ef3be9a219e,53.0,439.0,5.0,900.0,22.0,7.0,18.0,consoles_games,consoles_games_2bfb0b
87fb220044e9aca16fbec51c6c997aa0,60.0,438.0,2.0,250.0,20.0,12.0,20.0,watches_gifts,watches_gifts_87fb22
484bf1dff778a416389aafd0dee1cb11,55.0,852.0,1.0,350.0,21.0,9.0,16.0,toys,toys_484bf1
56139431d72cd51f19eb9f7dae4d1617,48.47694876472589,771.4952846232337,2.1889861166939797,200.0,20.0,20.0,20.0,unknown,unknown_561394
3cef8174403f4fdedbf24fa67fa9f132,39.0,805.0,3.0,1800.0,18.0,32.0,27.0,baby,baby_3cef81
003938452c98ff9ab28e9e7b4bfe97ab,52.0,420.0,2.0,5050.0,50.0,8.0,50.0,furniture_living_room,furniture_living_room_003938
8d6cb00151d423c52855385c89f0bae8,58.0,386.0,1.0,27100.0,50.0,50.0,50.0,auto,auto_8d6cb0
5877301b00f95e3c6118738b293dfab3,50.0,273.0,1.0,1500.0,65.0,8.0,38.0,home_appliances,home_appliances_587730
e0bbe6292471ff5ab3752414baf78111,43.0,572.0,2.0,500.0,16.0,11.0,11.0,watches_gifts,watches_gifts_e0bbe6
dd768d259ee6054e0dadd66c8e2be0b6,52.0,700.0,2.0,350.0,16.0,10.0,16.0,bed_bath_table,bed_bath_table_dd768d
fc2edee55f4118969f4dc49f7a717605,47.0,1548.0,3.0,500.0,16.0,12.0,17.0,auto,auto_fc2ede
b521fddf2c8a7e7d1791bfb3c1b2f278,55.0,448.0,1.0,1000.0,20.0,20.0,20.0,sports_leisure,sports_leisure_b521fd
46b48281eb6d663ced748f324108c733,48.47694876472589,771.4952846232337,2.1889861166939797,18500.0,41.0,30.0,41.0,unknown,unknown_46b482
db7e6804f1a8206a7e51c9a741a09d9e,51.0,410.0,2.0,300.0,24.0,11.0,24.0,toys,toys_db7e68
50556c630443502c11acde1c320fe278,59.0,257.0,1.0,250.0,16.0,2.0,20.0,health_beauty,health_beauty_50556c
88d2c501ec765f5d7e8038fa6aab0e62,51.0,863.0,1.0,10700.0,40.0,40.0,40.0,health_beauty,health_beauty_88d2c5
722fb67c17907e21734449c091420bf5,29.0,290.0,1.0,1700.0,32.0,21.0,22.0,housewares,housewares_722fb6
43b6d9e46e1e6b8ac743a1c31e462937,31.0,680.0,1.0,7700.0,39.0,28.0,25.0,garden_tools,garden_tools_43b6d9
1ffe365aa7583189e63f2fa4f060b269,57.0,785.0,4.0,5200.0,20.0,60.0,35.0,sports_leisure,sports_leisure_1ffe36
3014e35fd70fce29095ced5cdc89f4ce,51.0,244.0,1.0,125.0,17.0,10.0,14.0,telephony,telephony_3014e3
e869d449cc32881790ef9af9b4c670f8,50.0,2220.0,1.0,15700.0,58.0,28.0,58.0,office_furniture,office_furniture_e869d4
a1b3a75aaaee5c9a683f2266c088f720,53.0,599.0,2.0,350.0,16.0,11.0,11.0,watches_gifts,watches_gifts_a1b3a7
7fdbc1ecf5fdf5c98d9b14e110133eb3,57.0,649.0,1.0,213.0,16.0,10.0,13.0,sports_leisure,sports_leisure_7fdbc1
15b3d40f375c0645c1eed4ed1cd8e17a,30.0,401.0,3.0,150.0,16.0,11.0,11.0,fashion_bags_accessories,fashion_bags_accessories_15b3d4
1cf39a397efa955b102a52ee7ec5531c,35.0,907.0,3.0,18200.0,56.0,15.0,15.0,auto,auto_1cf39a
f9471562478eba8761bc985b968a0092,38.0,390.0,1.0,850.0,18.0,21.0,15.0,housewares,housewares_f94715
e96bac5656eaec25f3d76757fa16d9d3,55.0,918.0,6.0,1050.0,16.0,20.0,16.0,home_construction,home_construction_e96bac
16b06ede456b922e56fbb4b3818aa875,48.0,382.0,5.0,200.0,16.0,9.0,11.0,fashion_bags_accessories,fashion_bags_accessories_16b06e
c7147724cd430269c6296fc758c0a086,32.0,42.0,1.0,300.0,16.0,15.0,11.0,housewares,housewares_c71477
dbb399a8be7395d5b136d49fcdce13df,47.0,764.0,1.0,200.0,23.0,9.0,13.0,computers_accessories,computers_accessories_dbb399
ed46d1fbd7bf78ce79910c09fb892abb,52.0,406.0,1.0,800.0,20.0,25.0,25.0,sports_leisure,sports_leisure_ed46d1
d458378a178cd7cae60052319cebf235,50.0,198.0,2.0,200.0,24.0,7.0,14.0,stationery,stationery_d45837
596363933adf57df745ecbc8afeec226,50.0,853.0,1.0,698.0,46.0,10.0,14.0,sports_leisure,sports_leisure_596363
4473f3e5c65952b074ef987fa5c24662,59.0,776.0,6.0,350.0,17.0,4.0,12.0,telephony,telephony_4473f3
8c9faf6aabee9b2a30b83f92d786f6de,50.0,2913.0,3.0,1000.0,24.0,5.0,17.0,books_general_interest,books_general_interest_8c9faf
8e71b24c3e25a92fef6176120a67fac7,53.0,585.0,1.0,783.0,21.0,13.0,28.0,computers_accessories,computers_accessories_8e71b2
828fe032935d7c1901682e5b6cc076c2,48.0,1063.0,2.0,600.0,20.0,20.0,20.0,perfumery,perfumery_828fe0
19502a282608c5627fb32e22724727fc,47.0,181.0,1.0,11650.0,55.0,30.0,30.0,toys,toys_19502a
df473738565b52f77b4e22b328b41576,42.0,369.0,1.0,400.0,16.0,2.0,11.0,costruction_tools_tools,costruction_tools_tools_df4737
657491063e8a63247a108a4d9cedf020,25.0,274.0,1.0,3050.0,40.0,10.0,40.0,toys,toys_657491
a388f2043ca885de714453e4fac616e2,50.0,744.0,1.0,100.0,16.0,3.0,11.0,telephony,telephony_a388f2
4c6018f41a6c2e5543cc034e94f5ce5b,44.0,2395.0,1.0,16500.0,40.0,25.0,26.0,garden_tools,garden_tools_4c6018
a85543a371d5cfafedb80a8177a692b5,59.0,470.0,2.0,750.0,34.0,14.0,24.0,housewares,housewares_a85543
6b017e0d95d8765a6f2bed3bc272c61e,39.0,422.0,1.0,250.0,36.0,4.0,20.0,fashion_underwear_beach,fashion_underwear_beach_6b017e
6d14f72afff32795290f2df6507f063c,59.0,413.0,3.0,2300.0,84.0,14.0,20.0,luggage_accessories,luggage_accessories_6d14f7
75b433ca888fe027b18dfac89a284667,37.0,374.0,1.0,1350.0,33.0,12.0,26.0,electronics,electronics_75b433
9aa70106d14b83c7ad033592870b2b30,22.0,388.0,3.0,530.0,17.0,20.0,20.0,housewares,housewares_9aa701
42fe4aefc7e8a45dd96a59af81dd3fef,59.0,162.0,1.0,1300.0,20.0,20.0,20.0,auto,auto_42fe4a
a04cf12934a318be6550b1aeab938bf2,59.0,605.0,5.0,4000.0,57.0,14.0,36.0,fashion_shoes,fashion_shoes_a04cf1
224703229a7c966a5b191651e1561be2,52.0,234.0,4.0,8150.0,20.0,20.0,20.0,sports_leisure,sports_leisure_224703
43724b27731595d954e911f443fb1cc4,57.0,272.0,1.0,2200.0,16.0,2.0,11.0,construction_tools_construction,construction_tools_construction_43724b
b29ca3d3127057c43ef4b364bbe360ea,55.0,1029.0,1.0,1150.0,20.0,25.0,20.0,health_beauty,health_beauty_b29ca3
5e21d5cab5d33e770d8150a4ee6117db,60.0,312.0,4.0,200.0,16.0,2.0,11.0,watches_gifts,watches_gifts_5e21d5
55610b8b7d48294e69fc23f513dfbe98,60.0,1068.0,3.0,400.0,16.0,20.0,16.0,furniture_decor,furniture_decor_55610b
68bfdbfe84f03af17733b10362f10020,63.0,244.0,4.0,600.0,29.0,12.0,23.0,furniture_decor,furniture_decor_68bfdb
5fb61f482620cb672f5e586bb132eae9,48.47694876472589,771.4952846232337,2.1889861166939797,300.0,35.0,7.0,12.0,unknown,unknown_5fb61f
a5bc1334f1762ce0a844f3f694dc08e1,48.0,645.0,1.0,1200.0,16.0,10.0,16.0,bed_bath_table,bed_bath_table_a5bc13
701ff123e9085dcc9c2f833efded6374,50.0,268.0,5.0,10664.0,61.0,63.0,35.0,cool_stuff,cool_stuff_701ff1
73b499a2f5002c0a2158a478cc5a096c,43.0,2148.0,2.0,1800.0,50.0,12.0,36.0,housewares,housewares_73b499
42f14eda412436b96cde4f4025ed5f25,47.0,154.0,3.0,500.0,16.0,2.0,11.0,sports_leisure,sports_leisure_42f14e
47969dd948e918289f809be899ddfb4c,48.0,501.0,1.0,258.0,19.0,12.0,19.0,stationery,stationery_47969d
